,English,Spanish
3567,be try,Lo intentamos.
3568,be try,Lo estamos intentando.
3569,weve get it,Lo hemos consegido.
3570,weve get it,Lo tenemos.
3571,weve get it,Lo hemos conseguido.
3572,welcome back,Bienvenido de vuelta.
3573,welcome back,Bienvenido de nuevo.
3574,welcome home,Bienvenido a casa.
3575,welcome home,Bienvenida a casa.
3576,feast,¡Qué festín!
3577,night,¡Qué noche!
3578,phony,¡Qué farsante!
3579,shame,¡Qué lástima!
3580,shame,¡Qué vergüenza!
3581,shock,¡Qué susto!
3582,waste,¡Qué desperdicio!
3583,woman,¡Qué mujer!
3585,bite you,¿Qué te picó?
3589,whats tv,¿Qué hay en la televisión?
3590,whats wrong,¿Qué anda mal?
3594,build it,¿Quién lo construyó?
3595,cancel,¿Quién canceló?
3596,cancel,¿Quién fue el que hizo la cancelación?
3598,there,¿Quién está ahí?
3599,listen,¿Quién escuchó?
3600,pay you,¿Quién te pagó?
3601,panic,¿Quién entró en pánico?
3602,pay you,¿Quién te paga?
3603,resign,¿Quién renunció?
3604,send you,¿Quién te envió?
3605,tell tom,¿Quién le contó a Tom?
3606,vanish,¿Quién desapareció?
3607,want it,¿Quién lo quiere?
3610,wholl start,¿Quién empieza?
3611,wholl start,¿Quién parte?
3612,whos come,¿Quién viene?
3613,whos hungry,¿Quién tiene hambre?
3614,whos pay,¿Quién va a pagar?
3617,thank me,¿Por qué me lo agradeces?
3618,thank me,¿Por qué me das a mí las gracias?
3619,tom die,¿Va a morir Tom?
3622,write ink,Escribe con tinta.
3623,write ink,Escriba con tinta.
3624,write ink,Escriban con tinta.
3625,write ink,Escribid con tinta.
3626,write tom,Escribe a Tom.
3627,years pass,Pasaron los años.
3628,amuse me,Tú me diviertes.
3640,cant go,No podés ir.
3641,go first,Tú primero.
3642,go first,Usted primero.
3643,go first,Tú primera.
3644,go first,Vos primero.
3645,go first,Ustedes primero.
3646,go first,Vosotros primero.
3647,go first,Vosotras primero.
3648,go first,Vaya usted primero.
3649,hurt him,Lo heriste.
3650,know her,Tú la conoces.
3651,know her,Usted la conoce.
3652,know him,Le conoces.
3653,know how,Vos sabés cómo.
3654,look fat,Te ves gordo.
3655,look hot,Te ves acalorado.
3656,look hot,Pareces acalorado.
3657,look hot,Pareces acalorada.
3658,may look,Puedes mirar.
3659,may look,Pueden mirar.
3660,may look,Podéis mirar.
3661,may swim,Puedes nadar.
3662,must eat,Tenés que comer.
3663,must try,Tenés que intentar.
3664,promise,Prometiste.
3665,promise,Tú prometiste.
3666,promise,Vos prometiste.
3667,promise,Prometió.
3668,promise,Usted prometió.
3669,promise,Prometisteis.
3670,promise,Vosotros prometisteis.
3671,promise,Prometieron.
3672,promise,Ustedes prometieron.
3673,promise,Lo prometiste.
3674,promise,Lo prometió.
3675,promise,Lo prometisteis.
3676,promise,Lo prometieron.
3677,scare me,Me asustas.
3678,scare me,Me das miedo.
3679,survive,Sobreviviste.
3680,survive,Tú sobreviviste.
3681,survive,Sobrevivió.
3682,survive,Vos sobreviviste.
3683,survive,Usted sobrevivió.
3684,survive,Sobrevivisteis.
3685,survive,Vosotros sobrevivisteis.
3686,survive,Sobrevivieron.
3687,survive,Ustedes sobrevivieron.
3691,crazy,Estás loco.
3692,crazy,Estás loca.
3693,cruel,Es cruel.
3694,cruel,Eres cruel.
3695,cruel,Es usted cruel.
3696,drink,Estás borracha.
3697,drink,Estás borracho.
3705,first,Tú eres el primero.
3706,first,Tú vas el primero.
3707,first,Te toca primero.
3708,first,Tú vas primero.
3709,funny,Eres gracioso.
3710,great,Eres genial.
3711,great,Eres estupendo.
3712,gross,Estás gordo.
3713,gross,Tú estás obeso.
3716,naive,Sos ingenuo.
3717,naive,Eres ingenuo.
3718,right,Tienes razón.
3719,sharp,Eres espabilado.
3720,sharp,Sois listas.
3721,small,Eres pequeño.
3722,small,Sois pequeños.
3723,small,Sois pequeñas.
3724,smart,Eres inteligente.
3725,smart,Sos inteligente.
3726,smart,Son inteligentes.
3727,smart,Sos listo.
3728,smart,Eres listo.
3729,smart,Son listos.
3730,smart,Sos lista.
3731,smart,Eres lista.
3732,sweet,Eres muy dulce.
3735,tough,Eres duro.
3736,witty,Eres ingenioso.
3737,witty,Eres ocurrente.
3738,wrong,Estás equivocado.
3740,car hit tom,Un auto atropelló a Tomás.
3741,approve,¿Yo aprobé?
3742,approve,¿Estoy aprobado?
3743,dream,¿Estoy soñando?
3744,include,¿Yo estoy incluido?
3745,mistake,¿Estoy equivocada?
3746,safe now,¿Estoy yo a salvo ahora?
3758,alone,¿Estás sola?
3759,angry,¿Estás enojada?
3760,awake,¿Estás despierta?
3761,blind,¿Es usted ciego?
3762,blind,¿Está usted ciego?
3766,crazy,¿Te has vuelto loco?
3767,crazy,¿Estás loco?
3768,drink,¿Estás borracho?
3769,drink,¿Estás ebrio?
3770,drink,¿Estás embriagado?
3771,funny,¿Eres gracioso?
3774,happy,¿Estás contento?
3775,happy,¿Eres feliz?
3776,happy,¿Sos feliz?
3777,happy,¿Contento?
3778,happy,¿Es usted feliz?
3779,ready,¿Estás lista?
3780,ready,¿Están listos?
3781,there,¿Estás?
3784,upset,¿Está usted molesto?
3785,ask expert,Pregunta a un experto.
3786,good boy,Pórtate bien.
3787,reasonable,Sea razonable.
3788,reasonable,Sé razonable.
3789,respectful,Sé respetuoso.
3790,respectful,Sed respetuosos.
3791,supportive,Apóyame.
3792,supportive,Apóyanos.
3793,beat egg,Bate los huevos.
3794,beware dog,Cuidado con el perro.
3795,boys run fast,Los niños corren rápido.
3796,break down,Rómpelo.
3797,break down,Estropéalo.
3798,break down,Rompedlo.
3799,break down,Descomponlo.
3800,break down,Desglósalo.
3801,break down,Tíralo abajo.
3802,break down,Derrúmbalo.
3803,break down,Échalo abajo.
3804,break down,Derríbalo.
3805,bring here,Tráelo aquí.
3806,bring key,Trae la llave.
3807,burn body,Quemen el cuerpo.
3808,burn body,Quema el cuerpo.
3809,burn body,Quemá el cuerpo.
3810,burn body,Queme el cuerpo.
3811,burn body,Quemad el cuerpo.
3812,cain evil,Caín era malvado.
3813,call doctor,Llamá a un médico.
3814,call doctor,Llame a un doctor.
3815,call help,Pide ayuda.
3816,call help,Pida ayuda.
3817,call help,Pidan ayuda.
3818,call help,Pedid ayuda.
3819,call later,¡Llámame después!
3820,call later,Llámame más tarde.
3821,call security,¡Llama a seguridad!
3822,call security,¡Llamen a seguridad!
3823,call security,¡Llamad a seguridad!
3824,call cop,Llama a la Policía.
3825,come in,¿Puedo entrar?
3827,go next,¿Puedo ser el siguiente?
3828,go too,¿Puedo ir yo también?
3830,hug you,¿Puedo abrazarte?
3831,join in,¿Puedo participar?
3832,keep it,¿Puedo quedármelo?
3833,stop by,¿Puedo visitar?
3834,take it,¿Puedo tomarlo?
3837,drive,¿Tú puedes conducir?
3838,sleep,¿Puedes dormir?
3839,check please,"La cuenta, por favor."
3840,close box,Cierra la caja.
3841,come look,Venid y observad.
3842,come look,Venid y mirad.
3843,come here,Ven aquí fuera.
3844,come here,Sal aquí.
3845,come right in,Entra.
3846,come right in,Ven adentro.
3847,come right in,Entra aquí.
3848,come right in,Pasa adentro.
3849,come way,Ven por aquí.
3850,come tomorrow,Venga mañana.
3851,cook rice,Cuece el arroz.
3852,cook rice,Cocina el arroz.
3853,dads work,Papá está trabajando.
3854,dance me,Baila conmigo.
3856,tom faint,¿Se desfalleció Tom?
3858,speak,¿Hablaste?
3859,know tom,¿Conozco yo a Tom?
3860,know him,¿Le conozco?
3861,know you,¿Le conozco?
3862,know you,¿Te conozco?
3863,know you,¿Os conozco?
3864,look fat,¿Me veo gorda?
3865,look old,¿Me veo viejo?
3866,need one,¿Necesito uno?
3867,cat dream,¿Los gatos sueñan?
3868,come again,Espero que vuelvas.
3869,come again,Serás bienvenido.
3870,fish sleep,¿Los peces duermen?
3871,quickly,Hazlo rápidamente.
3872,quickly,Hágalo rápido.
3876,follow,¿Me sigues?
3877,see it,¿Lo ves?
3878,see me,¿Me ves?
3879,tom know,¿Lo sabe Tom?
3890,come in,No entrar.
3891,deny it,No lo niegues.
3892,despair,¡No te desesperes!
3895,get fat,No engordes.
3896,get fat,No subas de peso.
3897,get fat,No engordés.
3898,give in,No te rindas.
3899,give up,No tires la toalla.
3900,give up,¡No te rindas!
3901,give up,No te rindas.
3902,hurt me,No me lastimes.
3903,kill me,No me mates.
3904,look up,No mires hacia arriba.
3905,mind me,No me prestes atención.
3906,mock me,No te burles de mí.
3907,open it,No lo abra.
3908,open it,No lo abras.
3909,push it,No lo empujes.
3910,push me,¡No me empujes!
3911,push me,¡No me presiones!
3912,rush me,No me apresures.
3913,sass me,No seas irrespetuoso conmigo.
3914,tell me,¡No me digas!
3915,tell me,Ni me lo digas.
3916,drain oil,Vacia el aceite.
3917,draw circle,Traza un círculo.
3918,draw circle,Dibuja un círculo.
3919,eat drink,Coman y beban.
3920,eat drink,Coma y beba.
3921,eat something,Come algo.
3922,eat food,Cómete tu comida.
3923,everyone win,Todos ganan.
3924,fee bird,Alimenta al pájaro.
3925,fill out,Rellena esto.
3926,fry egg,Fríeme un huevo.
3927,fry egg,Preparame un huevo estrellado.
3928,get tom it,Pon a Tom en eso.
3929,get tom it,Ponga a Tom en eso.
3930,get back here,Vuelve aquí.
3931,get back here,Regresa.
3932,get back here,Vuelva aquí.
3933,get beer,Consigueme una cerveza.
3934,get rest,Descansad un poco.
3935,get rest,Descansa un poco.
3936,get well soon,¡Que te mejores!
3937,get well soon,¡Que te mejores pronto!
3938,give time,Dale tiempo.
3939,give me,Dámelo.
3940,give me,Dímelo.
3941,give me,Dádmelo.
3942,give me,Démelo.
3943,give me,Dámelo.
3944,give me,Dénmelo.
3945,give day,Dame un día.
3946,give few,Dame algunos.
3947,give gun,Dame una pistola.
3948,give hug,Dame un abrazo.
3949,give job,Dame un trabajo.
3950,give sec,Dame un segundo.
3951,give those,Deme esos.
3952,go get coffee,Ve a traer café.
3953,god bless you,¡Que Dios te bendiga!
3954,hang there,Aguanta.
3955,hang sec,Espera un segundo.
3956,hang there,Espera ahí.
3957,hang there,Espere allí.
3958,hang tight,Agárrate fuerte.
3959,hang it,Aférrate a eso.
3960,hang it,Guarda eso.
3961,hang it,Conserva eso.
3965,cant sing,No puede cantar.
3966,cheat me,Él me engañó.
3967,drink beer,Él bebió cerveza.
3968,dig hole,Él cavó un agujero.
3969,eat lot,Él come mucho.
3970,eat lot,Come mucho.
3971,felt tire,Se sentía cansado.
3972,get catch,Le cogieron.
3973,grow rice,Él cultiva arroz.
3979,hug her,Él la abrazó.
3980,english,Es inglés.
3981,thief,Es un ladrón.
3987,skate,Está andando en patineta.
3990,kiss her,Él la besó.
3991,kiss her,La besó.
3992,lie me,Él me mintió.
3993,like that,A él le gustó eso.
3994,look pale,Luce pálido.
3995,look well,Tiene buen aspecto.
3996,make go,Él me hizo ir.
3997,need help,Él necesita ayuda.
3998,pinch me,¡Me pellizcó!
3999,seem kind,Él parece amable.
4000,seem sick,Él parece enfermo.
4001,seem sick,Él se ve enfermo.
4002,sell cars,Él vende carros.
4003,shoot me,Él me disparó.
4004,smell bad,Él huele mal.
4005,talk fast,Él habla rápido.
4006,talk well,Tiene don de palabra.
4007,talk well,Se expresa bien.
4008,walk fast,Camina rápido.
4009,want more,Quiere más.
4011,stone,Él fue apedreado.
4012,go blind,Se quedó ciego.
4014,hes lawyer,Es abogado.
4015,hes lawyer,Él es abogado.
4016,hes sexist,Él es machista.
4017,hes tycoon,Es un gran hombre de negocios.
4018,hes adorable,Él es adorable.
4019,hes demented,Él está demente.
4020,hes innocent,Es inocente.
4021,hes saint,Él no es un santo.
4022,hes home,No está en casa.
4023,hes sick,No está enfermo.
4024,hes study,Él está estudiando.
4025,hes son,Él es tu hijo.
4026,help yourself,Sírvase usted mismo.
4027,help yourself,Sírvete tú mismo.
4028,help yourself,Servíos vosotros mismos.
4029,help yourself,Sírvanse ustedes mismos.
4032,hey go,"Oye, no vayas."
4033,hey go,"Oye, no vayáis."
4034,hey go,"Oiga, no vaya."
4035,nose bleed,Su nariz sangraba.
4036,hold close,Abrazame fuertemente.
4037,hold call,Retenga mis llamadas.
4038,hold sec,Aguarda un segundo.
4039,hold sec,Espera un segundo.
4040,hold there,Espera allí.
4041,hold tight,Agárrate fuerte.
4042,hold tight,Sujétalo fuerte.
4043,hold it,¡Sujétalo!
4044,hold it,Aférrate a eso.
4045,hold me,Aférrate a mí.
4046,hold door,Sostén la puerta.
4047,hold rope,Sujeta la cuerda.
4048,hold rope,Aguanta la cuerda.
4049,honk horn,Toca la bocina.
4050,honk horn,Toca el claxon.
4053,bad it,¿Qué tan malo es?
4054,beautiful,¡Qué bonito!
4055,big it,¿Cómo de grande es?
4061,late i,¿Qué tan retrasado estoy?
4062,many die,¿Cuántos murieron?
4063,old he,¿Cuántos años tiene él?
4064,old he,¿Cuántos años tiene?
4065,thrill,¡Qué emocionante!
4066,hows dog,¿Cómo está el perro?
4067,hurry up tom,"Date prisa, Tom."
4068,hurry up tom,"Apúrate, Tom."
4069,accept that,Yo acepto eso.
4070,acquire it,Yo lo adquirí.
4071,admire tom,Yo admiraba a Tom.
4072,almost die,Casi morí.
4073,always walk,Siempre camino.
4074,american,Soy americano.
4075,american,Soy estadounidense.
4076,japanese,Soy japonés.
4077,japanese,Soy japonesa.
4078,runner,Yo me dedico al trote.
4080,confuse,Estoy confundido.
4081,confuse,Estoy confundida.
4082,cough,Estoy tosiendo.
4083,divorce,Estoy divorciada.
4084,like him,Soy como él.
4085,like you,Soy como vosotros.
4086,like you,Soy como tú.
4087,like you,Soy como vosotras.
4088,new here,Soy nuevo aquí.
4092,outrage,Estoy indignado.
4093,outrage,Me indigna.
4094,sneeze,Estoy estornudando.
4095,study,Estoy estudiando.
4096,blame,Yo tengo la culpa.
4097,blame,Es culpa mía.
4098,blame,La culpa es mía.
4100,become rich,Me volví rico.
4101,believe tom,Creo en Tom.
4102,believe you,Te creo.
4103,believe you,Les creo.
4104,belong here,Yo pertenezco a este lugar.
4105,black out,Perdí la consciencia.
4106,black out,Quedé inconsciente.
4107,borrow it,Yo lo tomé prestado.
4108,bribe them,Yo los soborné.
4109,burn them,Yo los quemé.
4110,call home,Yo llamé a casa.
4111,call them,Los llamé.
4112,come bus,Yo vine en autobús.
4115,buy one,Yo puedo comprar uno.
4116,buy two,Yo puedo comprar dos.
4121,explain,Yo puedo explicar.
4122,feel it,Puedo sentirlo.
4123,make it,Yo puedo hacerlo.
4124,see tom,Puedo ver a Tom.
4125,see you,Puedo verte.
4126,cant dance,Yo no puedo bailar.
4127,cant it,No puedo hacerlo.
4128,cant drive,Yo no puedo conducir.
4129,cant drive,Yo no puedo manejar.
4130,cant sleep,No puedo dormir.
4131,cant smoke,No puedo fumar.
4132,cant stand,No puedo soportar.
4133,cant stand,No puedo resistir.
4134,cant stand,No puedo estar de pié.
4135,cant watch,Yo no puedo ver.
4136,cancel it,Yo lo cancelé.
4137,cause this,Yo causé esto.
4138,contribute,Yo contribuí.
4139,cry lot,Yo lloré bastante.
4140,deserve it,Me lo merecía.
4141,design it,Yo lo diseñé.
4142,despise tom,Yo desprecio a Tom.
4143,despise tom,Yo menosprecio a Tom.
4144,despise you,Yo te desprecio.
4145,despise you,Yo te menosprecio.
4150,nothing,No hice nada.
4165,like tom,"Sí, me gusta Tom."
4166,like you,"Sí, tú me gustas."
4167,love you,Yo sí te amo.
4168,love you,Yo de veras te amo.
4169,remember,"Sí, yo recuerdo."
4170,remember,Claro que recuerdo.
4171,think so,Eso pienso yo.
4172,agree,No estoy de acuerdo.
4173,dream,Yo no sueño.
4174,drink,Yo no bebo.
4175,drink,Yo no tomo.
4176,snore,Yo no ronco.
4177,steal,Yo no robo.
4178,study,No estudio.
4179,drink lot,Bebí un montón.
4180,dream lot,Yo sueño mucho.
4181,drink lot,Bebo un montón.
4182,drive bmw,Llevo un BMW.
4183,enjoy chess,Yo disfruto jugar ajedrez.
4184,enjoy music,Yo disfruto escuchar música.
4185,enjoy poker,Yo disfruto jugar póker.
4186,exaggerate,Yo exageré.
4187,fear one,No le temo a nadie.
4188,feed dog,Yo alimenté al perro.
4189,feel better,Me siento mejor.
4190,feel hungry,Me pica el bagre.
4191,feel now,Yo lo siento ahora.
4192,feel age,Yo siento mi edad.
4193,feel normal,Yo me siento normal.
4194,feel queasy,Yo me siento mareado.
4195,feel sleepy,Tengo sueño.
4196,feel sleepy,Yo me siento adormitado.
4197,feel bad,Yo me siento tan mal.
4198,feel stupid,Yo me siento estúpido.
4199,fell asleep,Me dormí.
4200,fell asleep,Me quedé dormido.
4201,fell it,Yo caí por eso.
4202,fell it,Me engañaron a causa de eso.
4203,felt guilty,Yo me sentí culpable.
4204,felt hungry,Tenía hambre.
4205,felt hungry,Yo me sentí con hambre.
4206,felt lonely,Me sentía solo.
4207,felt reborn,Yo me sentí renacido.
4208,felt scar,Yo me sentí asustado.
4209,finally win,Yo finalmente gané.
4210,finish it,Yo lo terminé.
4211,forgive you,Te perdono.
4212,fight back,Yo me defendí.
4213,find these,Yo encontré estos.
4214,freak out,Yo me volví loco.
4215,go kyoto,Yo voy a Kioto.
4216,get bonus,Yo obtuve un bono.
4217,get cheat,Resulté engañado.
4218,get jealous,Yo me puse celoso.
4219,get marry,Yo me casé.
4220,get marry,Me casé.
4221,get nervous,Yo me puse nervioso.
4222,get thirsty,Yo me puse sediento.
4223,get thirsty,Me dio sed.
4227,hate boston,Yo odio Boston.
4228,hate french,Odio el francés.
4229,hate coffee,Odio el café.
4230,hate fly,Odio volar.
4231,hate fly,Detesto volar.
4232,hate lose,Odio perder.
4233,hate lose,Detesto perder.
4234,hate job,Odio mi trabajo.
4235,hate myself,Yo me odio a mí mismo.
4236,hate myself,Me odio a mí mismo.
4237,hate soccer,Odio el fútbol.
4238,hate winter,Odio el invierno.
4253,brace,Tengo rodilleras.
4254,cancer,Yo tengo cáncer.
4257,order,Yo tengo órdenes.
4258,right,Yo tengo derechos.
4260,tenure,Yo tengo la tenencia.
4266,hear sirens,Yo escucho sirenas.
4267,hear voice,Escucho voces.
4268,ignore tom,Ignoré a Tom.
4269,get up,Recién me levanto.
4270,get up,Recién me levanté.
4271,get up,Me acabo de levantar.
